#features	pca_naive_bayse	pca_linear_svm	pca_hyperbolic_svm	
283	0.3665178571428571	0.6316964285714286	0.6571428571428571	
499	0.3879464285714286	0.6196428571428572	0.6352678571428572	
2039	0.590625	0.5370535714285715	0.6160714285714286	
2255	0.5785714285714286	0.35401785714285716	0.5513392857142857	
1089	0.378125	0.603125	0.6169642857142857	
2453	0.5794642857142858	0.6017857142857143	0.6223214285714286	
4031	0.6040178571428572	0.60625	0.5508928571428572	
1826	0.35625	0.6160714285714286	0.6352678571428572	
4215	0.5785714285714286	0.6013392857142857	0.6321428571428571	
2782	0.5785714285714286	0.6053571428571428	0.634375	
4396	0.5803571428571429	0.621875	0.6450892857142857	
6012	0.6236607142857142	0.6330357142857143	0.6267857142857143	
3277	0.5790178571428571	0.6410714285714286	0.6410714285714286	
4621	0.5763392857142857	0.63125	0.646875	
6111	0.5816964285714286	0.6241071428571429	0.6361607142857143	
4721	0.5763392857142857	0.6366071428571428	0.6459821428571428	
6208	0.5741071428571428	0.6339285714285714	0.6348214285714285	
8022	0.625	0.6370535714285714	0.6375	
6361	0.5665178571428572	0.6223214285714286	0.6433035714285714	
6382	0.5696428571428571	0.6339285714285714	0.6424107142857143	
8136	0.5919642857142857	0.6348214285714285	0.6388392857142857	
10029	0.63125	0.6392857142857142	0.6303571428571428	
8247	0.5852678571428571	0.6263392857142858	0.6419642857142858	
8401	0.5816964285714286	0.6223214285714286	0.6334821428571429	
8422	0.5803571428571429	0.6415178571428571	0.6285714285714286	
10184	0.5910714285714286	0.6339285714285714	0.6375	
10312	0.5848214285714286	0.6357142857142857	0.6330357142857143	
10512	0.5803571428571429	0.6392857142857142	0.6379464285714286	
10539	0.5803571428571429	0.6223214285714286	0.6375	
			
