1 0 1
1 1 1
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 11 1
1 12 1
1 13 1
1 14 3
1 15 2
1 16 1
1 17 1
1 18 1
1 19 1
1 20 1
1 21 1
1 22 1
1 23 1
1 24 1
1 25 1
1 26 1
1 27 3
1 28 1
1 29 1
1 30 1
1 31 1
1 32 2
1 33 1
1 34 1
1 35 1
1 36 1
1 37 1
1 38 1
1 39 1
1 40 1
1 41 3
1 42 1
1 43 1
1 44 1
1 45 6
1 46 1
1 47 1
1 48 1
1 49 1
1 50 1
1 51 1
1 52 2
1 53 2
1 54 1
1 55 1
1 56 1
1 57 1
1 58 1
1 59 1
1 60 1
1 61 2
1 62 1
1 63 1
1 64 2
1 65 2
1 66 1
1 67 1
1 68 1
1 69 1
1 70 1
1 71 4
1 72 1
1 73 1
1 74 1
1 75 1
1 76 1
1 77 1
1 78 2
1 79 1
1 80 1
1 81 3
1 82 1
1 83 1
1 84 1
1 85 1
1 86 2
1 87 1
1 88 1
1 89 1
1 90 1
1 91 2
1 92 1
1 93 1
1 94 1
1 95 1
1 96 1
1 97 1
1 98 2
1 99 2
1 100 1
1 101 1
1 102 1
1 103 1
1 104 1
1 105 1
1 106 1
1 107 1
1 108 1
1 109 2
1 110 1
1 111 1
1 112 1
1 113 1
1 114 1
1 115 1
1 116 1
1 117 1
1 118 1
1 119 1
1 120 1
1 121 1
1 122 1
1 123 1
1 124 1
1 125 1
1 126 1
1 127 1
1 128 1
1 8574 1
2 129 1
2 130 1
2 131 1
2 132 2
2 133 1
2 134 2
2 135 1
2 136 1
2 67 1
2 137 1
2 138 1
2 139 1
2 140 1
2 8575 1
3 141 2
3 0 1
3 4 5
3 142 1
3 143 1
3 144 1
3 145 1
3 146 1
3 147 1
3 148 1
3 149 1
3 150 1
3 151 1
3 152 1
3 153 1
3 154 1
3 155 1
3 156 1
3 157 1
3 158 1
3 159 1
3 160 1
3 161 1
3 162 1
3 163 2
3 164 1
3 165 1
3 166 1
3 167 1
3 168 1
3 19 1
3 169 1
3 170 1
3 171 1
3 172 2
3 173 1
3 174 1
3 175 2
3 176 1
3 177 1
3 26 4
3 178 3
3 179 1
3 180 3
3 181 1
3 182 2
3 29 3
3 183 1
3 184 1
3 32 3
3 185 1
3 186 1
3 187 1
3 188 1
3 35 1
3 189 1
3 190 1
3 191 1
3 192 1
3 37 3
3 38 1
3 193 1
3 40 2
3 194 1
3 195 1
3 196 1
3 197 1
3 198 1
3 199 1
3 133 5
3 200 4
3 43 1
3 201 4
3 48 3
3 202 2
3 203 1
3 204 1
3 205 1
3 206 1
3 207 1
3 55 1
3 138 1
3 208 1
3 140 1
3 209 1
3 210 3
3 211 1
3 212 1
3 213 1
3 214 1
3 215 1
3 216 1
3 217 1
3 218 1
3 219 1
3 220 1
3 221 1
3 222 1
3 223 1
3 67 2
3 69 2
3 224 1
3 225 1
3 226 1
3 227 1
3 228 1
3 229 1
3 81 1
3 85 2
3 86 2
3 230 1
3 231 1
3 232 1
3 233 1
3 234 1
3 235 1
3 236 2
3 237 1
3 238 2
3 98 2
3 239 1
3 240 1
3 101 2
3 241 1
3 108 2
3 242 1
3 243 1
3 244 1
3 245 1
3 246 2
3 247 1
3 248 1
3 249 3
3 250 1
3 251 1
3 252 2
3 253 1
3 254 1
3 120 1
3 119 1
3 255 1
3 256 1
3 257 1
3 121 1
3 258 1
3 259 1
3 260 1
3 261 1
3 262 1
3 263 1
3 264 1
3 265 1
3 266 1
3 267 1
3 268 2
3 269 1
3 128 1
3 8576 1
3 8577 1
3 8578 1
4 270 1
4 2 1
4 271 1
4 74 1
4 261 1
4 272 2
4 273 1
4 274 1
4 275 1
4 276 1
4 277 1
4 8579 1
4 8580 1
4 8581 1
5 278 1
5 0 1
5 279 1
5 280 1
5 131 1
5 281 1
5 282 1
5 252 1
5 283 1
5 184 1
5 144 1
5 134 1
5 284 1
5 285 1
5 286 1
5 287 1
5 288 1
5 289 1
5 290 1
5 291 1
5 292 1
5 277 2
5 8582 1
5 8583 1
5 8584 1
5 8585 1
6 293 1
6 131 1
6 294 1
6 295 1
6 144 1
6 62 1
6 65 1
6 296 3
6 148 2
6 297 1
6 298 1
6 299 1
6 67 1
6 300 1
6 14 1
6 301 2
6 155 1
6 71 2
6 226 1
6 302 1
6 303 1
6 163 1
6 304 1
6 164 2
6 305 1
6 306 2
6 307 1
6 308 1
6 309 1
6 310 1
6 235 3
6 26 1
6 177 1
6 178 1
6 180 1
6 311 4
6 312 1
6 313 2
6 101 2
6 314 1
6 315 1
6 284 1
6 109 1
6 316 1
6 317 2
6 318 1
6 319 1
6 190 1
6 40 1
6 278 2
6 320 1
6 321 1
6 251 1
6 322 2
6 323 1
6 134 2
6 324 1
6 120 1
6 45 1
6 325 1
6 122 1
6 326 6
6 327 1
6 328 1
6 329 1
6 136 1
6 330 1
6 331 1
6 8586 1
6 8587 1
6 8588 1
6 8589 1
6 8590 1
7 332 1
7 333 1
7 2 1
7 334 1
7 335 1
7 336 1
7 337 1
7 32 1
7 338 1
7 339 1
7 340 1
7 341 1
7 14 1
7 191 1
7 342 1
7 198 1
7 343 1
7 344 1
7 79 1
7 16 1
7 345 1
7 346 1
7 45 2
7 46 1
7 257 2
7 347 1
7 175 1
7 348 2
7 349 1
7 127 1
7 8591 1
7 8592 1
7 8574 1
8 350 1
8 63 1
8 145 1
8 146 1
8 351 1
8 299 1
8 352 1
8 353 1
8 354 1
8 355 1
8 224 1
8 356 1
8 159 1
8 357 1
8 16 3
8 358 1
8 359 1
8 86 2
8 306 2
8 360 1
8 361 2
8 362 1
8 363 1
8 364 1
8 365 1
8 92 2
8 93 1
8 366 3
8 367 1
8 180 1
8 334 1
8 314 1
8 368 1
8 369 1
8 370 1
8 320 2
8 371 1
8 372 1
8 134 3
8 373 1
8 374 1
8 375 1
8 204 1
8 376 1
8 377 1
8 136 2
8 378 1
8 379 1
8 331 1
8 8593 1
8 8594 1
8 8595 1
8 8596 1
9 380 2
9 299 1
9 381 1
9 382 1
9 383 1
9 190 1
9 384 2
9 15 1
9 224 1
9 74 1
9 385 1
9 386 1
9 387 1
9 345 1
9 388 1
9 84 1
9 86 1
9 389 2
9 306 1
9 390 1
9 391 1
9 125 1
9 25 1
9 392 1
9 393 1
9 8597 1
9 8598 1
10 394 1
10 174 1
10 395 1
10 396 1
10 397 1
10 45 1
10 92 1
10 71 1
10 398 1
10 8574 1
11 131 1
11 399 1
11 400 1
11 401 1
11 9 1
11 402 1
11 150 1
11 149 1
11 297 1
11 67 2
11 403 1
11 404 1
11 301 1
11 71 1
11 405 1
11 406 1
11 407 2
11 74 1
11 302 1
11 408 1
11 409 1
11 410 2
11 411 1
11 412 1
11 413 1
11 170 1
11 87 2
11 390 1
11 274 1
11 234 1
11 27 1
11 178 1
11 236 1
11 97 1
11 312 1
11 335 1
11 313 2
11 101 1
11 314 1
11 414 1
11 415 1
11 416 2
11 417 1
11 418 1
11 35 1
11 193 1
11 278 2
11 196 1
11 419 1
11 420 1
11 385 1
11 421 1
11 322 1
11 422 1
11 120 1
11 45 5
11 388 1
11 423 1
11 201 1
11 424 1
11 425 1
11 426 1
11 427 1
11 262 3
11 428 1
11 429 1
11 430 1
11 431 1
11 432 2
11 268 1
11 433 1
11 434 1
11 8599 1
11 8600 1
11 8601 1
11 8602 1
11 8574 1
12 312 1
12 380 1
12 351 2
12 435 1
12 149 1
12 436 1
12 437 1
12 188 1
12 438 1
12 67 1
12 439 1
12 384 1
12 440 1
12 246 2
12 441 1
12 442 1
12 443 1
12 249 1
12 444 1
12 445 1
12 446 1
12 74 1
12 447 1
12 46 1
12 201 2
12 257 1
12 448 1
12 449 1
12 450 1
12 451 1
12 452 1
12 453 1
12 268 1
12 454 1
12 8603 1
12 8591 1
12 8604 1
13 455 1
13 64 1
13 339 1
13 456 1
13 299 1
13 457 1
13 354 1
13 458 1
13 226 1
13 459 1
13 79 1
13 460 1
13 85 1
13 86 4
13 306 1
13 461 1
13 90 1
13 24 1
13 462 1
13 27 1
13 178 1
13 463 2
13 312 1
13 313 2
13 464 1
13 465 1
13 466 1
13 34 1
13 467 1
13 468 1
13 469 1
13 470 1
13 471 1
13 472 1
13 473 1
13 40 1
13 474 1
13 475 1
13 476 1
13 346 1
13 45 3
13 477 1
13 257 1
13 478 1
13 259 1
13 272 1
13 261 1
13 479 1
13 480 1
13 8605 1
13 8606 1
13 8607 1
13 8595 1
13 8608 1
14 481 1
14 482 1
14 483 1
14 484 1
14 65 2
14 485 1
14 486 1
14 487 2
14 222 2
14 299 2
14 488 1
14 67 3
14 13 1
14 489 1
14 490 3
14 71 1
14 224 1
14 491 1
14 159 1
14 460 1
14 81 1
14 166 1
14 360 1
14 171 1
14 21 1
14 24 1
14 492 1
14 178 2
14 493 1
14 97 1
14 494 1
14 101 1
14 32 3
14 106 1
14 467 1
