J48: [98.44097995545657,64.38053097345133,77.87610619469027,94.56366237482118,57.142857142857146,52.13849287169043,70.5,57.77777777777778,73.828125,100.0,73.6842105263158,83.33333333333333,77.02702702702703,69.03846153846153,82.31009365244537,88.95,82.25806451612904,67.12962962962963,100.0,97.05246913580247,80.51282051282051,70.0,96.19047619047619,75.83176396735719,93.33333333333333,99.53095684803002,92.97978700282547,59.602649006622514,84.55114822546973,90.0,72.45862884160756,81.51515151515152,58.125765618619845,92.07920792079207,]
IBk: [99.10913140311804,52.876106194690266,77.87610619469027,95.13590844062946,63.80952380952381,44.33129667345553,72.0,74.44444444444444,70.18229166666667,100.0,82.45614035087719,79.16666666666667,82.43243243243244,54.26923076923077,76.69094693028096,95.85,76.61290322580645,59.25925925925926,100.0,98.37962962962963,96.41025641025641,66.66666666666667,96.57142857142857,91.46264908976774,93.33333333333333,99.24953095684803,90.78461204086068,62.25165562913907,98.95615866388309,60.0,69.8581560283688,99.29292929292929,65.39403838301348,96.03960396039604,]
ignoreAttributes(k=1): [99.66592427616926,62.83185840707964,83.6283185840708,94.27753934191702,60.0,49.62661235573659,68.4,74.44444444444444,69.140625,100.0,80.70175438596492,83.33333333333333,79.72972972972973,69.11538461538461,77.41935483870968,90.35,83.87096774193549,59.25925925925926,100.0,97.43055555555556,82.05128205128206,65.55555555555556,96.47619047619048,77.96610169491525,93.33333333333333,99.24953095684803,92.63203651380135,62.25165562913907,88.83089770354906,80.0,73.5224586288416,87.17171717171718,61.188240097999184,95.04950495049505,]
useAllAttributes(k=1): [99.88864142538975,63.05309734513274,83.6283185840708,93.8483547925608,60.95238095238095,48.676171079429736,69.0,74.44444444444444,71.61458333333333,100.0,77.19298245614036,83.33333333333333,79.72972972972973,69.03846153846153,78.04370447450572,90.35,83.87096774193549,59.25925925925926,100.0,97.43055555555556,81.53846153846153,65.55555555555556,96.52380952380952,77.96610169491525,93.33333333333333,99.24953095684803,92.69723973049337,66.2251655629139,88.83089770354906,80.0,73.04964539007092,87.87878787878788,61.739485504287465,95.04950495049505,]
ignoreAttributes(k=3): [99.66592427616926,62.83185840707964,83.6283185840708,93.13304721030043,60.0,49.62661235573659,71.8,71.11111111111111,71.74479166666667,100.0,75.43859649122807,83.33333333333333,79.72972972972973,69.0,77.41935483870968,90.35,80.64516129032258,59.25925925925926,100.0,97.43055555555556,80.51282051282051,65.55555555555556,96.47619047619048,77.96610169491525,93.33333333333333,99.24953095684803,92.4798956748533,62.25165562913907,88.3089770354906,70.0,73.5224586288416,87.17171717171718,61.188240097999184,95.04950495049505,]
useAllAttributes(k=3): [99.88864142538975,63.05309734513274,83.6283185840708,93.8483547925608,60.95238095238095,48.676171079429736,69.0,74.44444444444444,71.61458333333333,100.0,77.19298245614036,83.33333333333333,79.72972972972973,69.03846153846153,78.04370447450572,90.35,83.87096774193549,59.25925925925926,100.0,97.43055555555556,81.53846153846153,65.55555555555556,96.52380952380952,77.96610169491525,93.33333333333333,99.24953095684803,92.69723973049337,66.2251655629139,88.83089770354906,80.0,73.04964539007092,87.87878787878788,61.739485504287465,95.04950495049505,]
ignoreAttributes(k=5): [99.66592427616926,62.83185840707964,83.6283185840708,94.56366237482118,60.0,50.033944331296674,69.7,70.37037037037037,73.95833333333333,100.0,78.94736842105263,83.33333333333333,78.37837837837837,69.03846153846153,80.22892819979188,90.35,80.64516129032258,59.25925925925926,100.0,97.43055555555556,81.02564102564102,70.0,96.47619047619048,77.96610169491525,93.33333333333333,99.53095684803002,92.71897413605738,61.58940397350993,87.68267223382045,90.0,71.8676122931442,87.17171717171718,61.188240097999184,95.04950495049505,]
useAllAttributes(k=5): [99.88864142538975,63.05309734513274,83.6283185840708,93.8483547925608,60.95238095238095,48.676171079429736,69.0,74.44444444444444,71.61458333333333,100.0,77.19298245614036,83.33333333333333,79.72972972972973,69.03846153846153,78.04370447450572,90.35,83.87096774193549,59.25925925925926,100.0,97.43055555555556,81.53846153846153,65.55555555555556,96.52380952380952,77.96610169491525,93.33333333333333,99.24953095684803,92.69723973049337,66.2251655629139,88.83089770354906,80.0,73.04964539007092,87.87878787878788,61.739485504287465,95.04950495049505,]
ignoreAttributes(k=7): [98.7750556792873,62.83185840707964,83.6283185840708,94.27753934191702,63.80952380952381,50.30549898167006,70.9,71.48148148148148,73.828125,100.0,75.43859649122807,83.33333333333333,78.37837837837837,69.03846153846153,81.58168574401665,90.35,81.45161290322581,59.25925925925926,100.0,97.42283950617283,81.02564102564102,70.0,96.47619047619048,77.96610169491525,93.33333333333333,99.53095684803002,93.0449902195175,59.602649006622514,87.05636743215031,90.0,71.8676122931442,87.17171717171718,61.188240097999184,95.04950495049505,]
useAllAttributes(k=7): [99.88864142538975,63.05309734513274,83.6283185840708,93.8483547925608,60.95238095238095,48.676171079429736,69.0,74.44444444444444,71.61458333333333,100.0,77.19298245614036,83.33333333333333,79.72972972972973,69.03846153846153,78.04370447450572,90.35,83.87096774193549,59.25925925925926,100.0,97.43055555555556,81.53846153846153,65.55555555555556,96.52380952380952,77.96610169491525,93.33333333333333,99.24953095684803,92.69723973049337,66.2251655629139,88.83089770354906,80.0,73.04964539007092,87.87878787878788,61.739485504287465,95.04950495049505,]
